sensor_id,window_id,amplitude_sigma,direction,target_q,min_q_final
ORP_1_3,1,1.5,-1,3.0,1.9259008660039298
ORP_1_3,1,1.5,1,3.0,2.9111695925674415
ORP_1_3,1,2.0,-1,2.5,1.3608276587929389
ORP_1_3,1,2.0,1,2.5,2.4789591083289952
ORP_1_3,1,3.0,-1,1.5,1.0819960391279269
ORP_1_3,1,3.0,1,1.5,1.1566628911870576
ORP_1_3,1,4.0,-1,1.0,1.0273688671026462
ORP_1_3,1,4.0,1,1.0,1.0819960391279269
ORP_1_3,2,0.0,1,4.5,3.1331361530045263
ORP_1_3,2,0.5,-1,4.0,3.1331361530045263
ORP_1_3,2,0.5,1,4.0,3.1331361530045263
ORP_1_3,2,1.0,-1,3.5,3.1331361530045263
ORP_1_3,2,1.0,1,3.5,1.9259008660039298
ORP_1_3,2,1.5,-1,3.0,3.1331361530045263
ORP_1_3,2,1.5,1,3.0,1.2942167077392759
ORP_1_3,2,2.0,-1,2.5,1.777253782480994
ORP_1_3,2,2.0,1,2.5,1.2942167077392759
ORP_1_3,2,3.0,-1,1.5,1.3608276587929389
ORP_1_3,2,3.0,1,1.5,1.065926584813952
ORP_1_3,2,4.0,-1,1.0,1.1566628911870576
ORP_1_3,2,4.0,1,1.0,1.0273688671026462
ORP_1_3,3,0.0,1,4.5,4.9368941129784725
ORP_1_3,3,0.5,-1,4.0,4.770703296404525
ORP_1_3,3,0.5,1,4.0,4.9368941129784725
ORP_1_3,3,1.0,-1,3.5,3.1331361530045263
ORP_1_3,3,1.0,1,3.5,3.7598979245104505
ORP_1_3,3,1.5,-1,3.0,3.1331361530045263
ORP_1_3,3,1.5,1,3.0,3.1331361530045263
ORP_1_3,3,2.0,-1,2.5,2.9111695925674415
ORP_1_3,3,2.0,1,2.5,3.351856540917532
ORP_1_3,3,3.0,-1,1.5,1.3608276587929389
ORP_1_3,3,3.0,1,1.5,1.5357115532962953
ORP_1_3,3,4.0,-1,1.0,1.2942167077392759
ORP_1_3,3,4.0,1,1.0,1.2390946360127595
ORP_1_3,4,0.0,1,4.5,4.878897232052198
ORP_1_3,4,0.5,-1,4.0,4.5764041510563285
ORP_1_3,4,0.5,1,4.0,4.5764041510563285
ORP_1_3,4,1.0,-1,3.5,4.250200828017036
ORP_1_3,4,1.0,1,3.5,2.4789591083289952
ORP_1_3,4,1.5,-1,3.0,3.1331361530045263
ORP_1_3,4,1.5,1,3.0,1.3608276587929389
ORP_1_3,4,2.0,-1,2.5,3.1331361530045263
ORP_1_3,4,2.0,1,2.5,1.3608276587929389
ORP_1_3,4,3.0,-1,1.5,1.5357115532962953
ORP_1_3,4,3.0,1,1.5,1.2390946360127595
ORP_1_3,4,4.0,-1,1.0,1.2390946360127595
ORP_1_3,4,4.0,1,1.0,1.1566628911870576
ORP_1_3,5,0.0,1,4.5,4.9368941129784725
ORP_1_3,5,0.5,-1,4.0,4.9673497153873605
ORP_1_3,5,0.5,1,4.0,4.770703296404525
ORP_1_3,5,1.0,-1,3.5,4.770703296404525
ORP_1_3,5,1.0,1,3.5,3.1331361530045263
ORP_1_3,5,1.5,-1,3.0,3.7598979245104505
ORP_1_3,5,1.5,1,3.0,3.1331361530045263
ORP_1_3,5,2.0,-1,2.5,1.9259008660039298
ORP_1_3,5,2.0,1,2.5,2.0933317743458675
ORP_1_3,5,3.0,-1,1.5,1.065926584813952
ORP_1_3,5,3.0,1,1.5,1.2942167077392759
ORP_1_3,5,4.0,-1,1.0,1.042522307544576
ORP_1_3,5,4.0,1,1.0,1.1018809501684304
ORP_2_1,0,0.0,1,4.5,4.5764041510563285
ORP_2_1,0,0.5,-1,4.0,4.878897232052198
ORP_2_1,0,0.5,1,4.0,3.7598979245104505
ORP_2_1,0,1.0,-1,3.5,4.250200828017036
ORP_2_1,0,1.0,1,3.5,3.1331361530045263
ORP_2_1,0,1.5,-1,3.0,3.7598979245104505
ORP_2_1,0,1.5,1,3.0,3.1331361530045263
ORP_2_1,0,2.0,-1,2.5,3.1331361530045263
ORP_2_1,0,2.0,1,2.5,1.777253782480994
ORP_2_1,0,3.0,-1,1.5,1.3608276587929389
ORP_2_1,0,3.0,1,1.5,1.1018809501684304
ORP_2_1,0,4.0,-1,1.0,1.1566628911870576
ORP_2_1,0,4.0,1,1.0,1.1018809501684304
ORP_2_1,1,0.0,1,4.5,4.5764041510563285
ORP_2_1,1,0.5,-1,4.0,4.9368941129784725
ORP_2_1,1,0.5,1,4.0,3.1331361530045263
ORP_2_1,1,1.0,-1,3.5,3.1331361530045263
ORP_2_1,1,1.0,1,3.5,2.9111695925674415
ORP_2_1,1,1.5,-1,3.0,1.9259008660039298
ORP_2_1,1,1.5,1,3.0,2.0933317743458675
ORP_2_1,1,2.0,-1,2.5,1.2942167077392759
ORP_2_1,1,2.0,1,2.5,1.5357115532962953
ORP_2_1,1,3.0,-1,1.5,1.1566628911870576
ORP_2_1,1,3.0,1,1.5,1.1018809501684304
ORP_2_1,1,4.0,-1,1.0,1.0819960391279269
ORP_2_1,1,4.0,1,1.0,1.0819960391279269
ORP_2_1,2,0.0,1,4.5,4.878897232052198
ORP_2_1,2,0.5,-1,4.0,4.878897232052198
ORP_2_1,2,0.5,1,4.0,4.878897232052198
ORP_2_1,2,1.0,-1,3.5,4.250200828017036
ORP_2_1,2,1.0,1,3.5,3.1331361530045263
ORP_2_1,2,1.5,-1,3.0,3.1331361530045263
ORP_2_1,2,1.5,1,3.0,2.4789591083289952
ORP_2_1,2,2.0,-1,2.5,2.0933317743458675
ORP_2_1,2,2.0,1,2.5,1.777253782480994
ORP_2_1,2,3.0,-1,1.5,1.0819960391279269
ORP_2_1,2,3.0,1,1.5,1.1566628911870576
ORP_2_1,2,4.0,-1,1.0,1.0819960391279269
ORP_2_1,2,4.0,1,1.0,1.0819960391279269
ORP_2_1,3,0.0,1,4.5,4.770703296404525
ORP_2_1,3,0.5,-1,4.0,4.5764041510563285
ORP_2_1,3,0.5,1,4.0,4.250200828017036
ORP_2_1,3,1.0,-1,3.5,3.1331361530045263
ORP_2_1,3,1.0,1,3.5,3.1331361530045263
ORP_2_1,3,1.5,-1,3.0,1.5357115532962953
ORP_2_1,3,1.5,1,3.0,2.9111695925674415
ORP_2_1,3,2.0,-1,2.5,1.2390946360127595
ORP_2_1,3,2.0,1,2.5,1.5357115532962953
ORP_2_1,3,3.0,-1,1.5,1.1018809501684304
ORP_2_1,3,3.0,1,1.5,1.3608276587929389
ORP_2_1,3,4.0,-1,1.0,1.065926584813952
ORP_2_1,3,4.0,1,1.0,1.1018809501684304
ORP_2_1,4,0.0,1,4.5,4.5764041510563285
ORP_2_1,4,0.5,-1,4.0,3.7598979245104505
ORP_2_1,4,0.5,1,4.0,4.9368941129784725
ORP_2_1,4,1.0,-1,3.5,3.1331361530045263
ORP_2_1,4,1.0,1,3.5,4.770703296404525
ORP_2_1,4,1.5,-1,3.0,2.4789591083289952
ORP_2_1,4,1.5,1,3.0,4.250200828017036
ORP_2_1,4,2.0,-1,2.5,1.777253782480994
ORP_2_1,4,2.0,1,2.5,3.1331361530045263
ORP_2_1,4,3.0,-1,1.5,1.1566628911870576
ORP_2_1,4,3.0,1,1.5,2.0933317743458675
ORP_2_1,4,4.0,-1,1.0,1.1566628911870576
ORP_2_1,4,4.0,1,1.0,1.2390946360127595
ORP_2_1,5,0.0,1,4.5,4.878897232052198
ORP_2_1,5,0.5,-1,4.0,3.7598979245104505
ORP_2_1,5,0.5,1,4.0,4.250200828017036
ORP_2_1,5,1.0,-1,3.5,3.1331361530045263
ORP_2_1,5,1.0,1,3.5,3.1331361530045263
ORP_2_1,5,1.5,-1,3.0,3.1331361530045263
ORP_2_1,5,1.5,1,3.0,3.1331361530045263
ORP_2_1,5,2.0,-1,2.5,2.0933317743458675
ORP_2_1,5,2.0,1,2.5,2.0933317743458675
ORP_2_1,5,3.0,-1,1.5,1.0819960391279269
ORP_2_1,5,3.0,1,1.5,1.2390946360127595
ORP_2_1,5,4.0,-1,1.0,1.065926584813952
ORP_2_1,5,4.0,1,1.0,1.1018809501684304
ORP_2_2,0,0.0,1,4.5,4.5764041510563285
ORP_2_2,0,0.5,-1,4.0,4.983169939854564
ORP_2_2,0,0.5,1,4.0,3.7598979245104505
ORP_2_2,0,1.0,-1,3.5,4.9368941129784725
ORP_2_2,0,1.0,1,3.5,3.1331361530045263
ORP_2_2,0,1.5,-1,3.0,4.250200828017036
ORP_2_2,0,1.5,1,3.0,3.1331361530045263
ORP_2_2,0,2.0,-1,2.5,3.1331361530045263
ORP_2_2,0,2.0,1,2.5,1.9259008660039298
ORP_2_2,0,3.0,-1,1.5,1.5357115532962953
ORP_2_2,0,3.0,1,1.5,1.2390946360127595
ORP_2_2,0,4.0,-1,1.0,1.2942167077392759
ORP_2_2,0,4.0,1,1.0,1.0819960391279269
ORP_2_2,1,0.0,1,4.5,3.1331361530045263
ORP_2_2,1,0.5,-1,4.0,4.5764041510563285
ORP_2_2,1,0.5,1,4.0,3.1331361530045263
ORP_2_2,1,1.0,-1,3.5,3.7598979245104505
ORP_2_2,1,1.0,1,3.5,2.4789591083289952
ORP_2_2,1,1.5,-1,3.0,3.1331361530045263
ORP_2_2,1,1.5,1,3.0,1.777253782480994
ORP_2_2,1,2.0,-1,2.5,3.1331361530045263
ORP_2_2,1,2.0,1,2.5,1.5357115532962953
ORP_2_2,1,3.0,-1,1.5,2.9111695925674415
ORP_2_2,1,3.0,1,1.5,1.3608276587929389
ORP_2_2,1,4.0,-1,1.0,1.5357115532962953
ORP_2_2,1,4.0,1,1.0,1.2390946360127595
ORP_2_2,2,0.0,1,4.5,4.878897232052198
ORP_2_2,2,0.5,-1,4.0,4.770703296404525
ORP_2_2,2,0.5,1,4.0,3.1331361530045263
ORP_2_2,2,1.0,-1,3.5,3.1331361530045263
ORP_2_2,2,1.0,1,3.5,3.1331361530045263
ORP_2_2,2,1.5,-1,3.0,2.9111695925674415
ORP_2_2,2,1.5,1,3.0,3.1331361530045263
ORP_2_2,2,2.0,-1,2.5,1.777253782480994
ORP_2_2,2,2.0,1,2.5,3.1331361530045263
ORP_2_2,2,3.0,-1,1.5,1.2390946360127595
ORP_2_2,2,3.0,1,1.5,1.3608276587929389
ORP_2_2,2,4.0,-1,1.0,1.1566628911870576
ORP_2_2,2,4.0,1,1.0,1.1018809501684304
ORP_2_2,3,0.0,1,4.5,4.770703296404525
ORP_2_2,3,0.5,-1,4.0,4.878897232052198
ORP_2_2,3,0.5,1,4.0,3.1331361530045263
ORP_2_2,3,1.0,-1,3.5,4.5764041510563285
ORP_2_2,3,1.0,1,3.5,3.1331361530045263
ORP_2_2,3,1.5,-1,3.0,3.1331361530045263
ORP_2_2,3,1.5,1,3.0,2.4789591083289952
ORP_2_2,3,2.0,-1,2.5,3.1331361530045263
ORP_2_2,3,2.0,1,2.5,1.5357115532962953
ORP_2_2,3,3.0,-1,1.5,1.2942167077392759
ORP_2_2,3,3.0,1,1.5,1.1566628911870576
ORP_2_2,3,4.0,-1,1.0,1.1566628911870576
ORP_2_2,3,4.0,1,1.0,1.0819960391279269
ORP_2_2,4,0.0,1,4.5,4.9368941129784725
ORP_2_2,4,0.5,-1,4.0,4.983169939854564
ORP_2_2,4,0.5,1,4.0,3.1331361530045263
ORP_2_2,4,1.0,-1,3.5,4.5764041510563285
ORP_2_2,4,1.0,1,3.5,3.1331361530045263
ORP_2_2,4,1.5,-1,3.0,3.1331361530045263
ORP_2_2,4,1.5,1,3.0,2.4789591083289952
ORP_2_2,4,2.0,-1,2.5,2.4789591083289952
ORP_2_2,4,2.0,1,2.5,1.9259008660039298
ORP_2_2,4,3.0,-1,1.5,1.5357115532962953
ORP_2_2,4,3.0,1,1.5,1.2942167077392759
ORP_2_2,4,4.0,-1,1.0,1.1566628911870576
ORP_2_2,4,4.0,1,1.0,1.1566628911870576
ORP_2_2,5,0.0,1,4.5,4.770703296404525
ORP_2_2,5,0.5,-1,4.0,3.7598979245104505
ORP_2_2,5,0.5,1,4.0,4.770703296404525
ORP_2_2,5,1.0,-1,3.5,3.1331361530045263
ORP_2_2,5,1.0,1,3.5,4.770703296404525
ORP_2_2,5,1.5,-1,3.0,3.1331361530045263
ORP_2_2,5,1.5,1,3.0,3.7598979245104505
ORP_2_2,5,2.0,-1,2.5,2.9111695925674415
ORP_2_2,5,2.0,1,2.5,3.1331361530045263
ORP_2_2,5,3.0,-1,1.5,1.9259008660039298
ORP_2_2,5,3.0,1,1.5,3.1331361530045263
ORP_2_2,5,4.0,-1,1.0,1.5357115532962953
ORP_2_2,5,4.0,1,1.0,2.0933317743458675
ORP_2_3,0,0.0,1,4.5,3.1331361530045263
ORP_2_3,0,0.5,-1,4.0,3.1331361530045263
ORP_2_3,0,0.5,1,4.0,3.1331361530045263
ORP_2_3,0,1.0,-1,3.5,3.1331361530045263
ORP_2_3,0,1.0,1,3.5,2.4789591083289952
ORP_2_3,0,1.5,-1,3.0,1.9259008660039298
ORP_2_3,0,1.5,1,3.0,1.3608276587929389
ORP_2_3,0,2.0,-1,2.5,1.2942167077392759
ORP_2_3,0,2.0,1,2.5,1.1566628911870576
ORP_2_3,0,3.0,-1,1.5,1.0819960391279269
ORP_2_3,0,3.0,1,1.5,1.065926584813952
ORP_2_3,0,4.0,-1,1.0,1.0819960391279269
ORP_2_3,0,4.0,1,1.0,1.042522307544576
ORP_2_3,1,0.0,1,4.5,4.9368941129784725
ORP_2_3,1,0.5,-1,4.0,4.878897232052198
ORP_2_3,1,0.5,1,4.0,4.878897232052198
ORP_2_3,1,1.0,-1,3.5,4.250200828017036
ORP_2_3,1,1.0,1,3.5,4.250200828017036
ORP_2_3,1,1.5,-1,3.0,2.0933317743458675
ORP_2_3,1,1.5,1,3.0,3.1331361530045263
ORP_2_3,1,2.0,-1,2.5,1.5357115532962953
ORP_2_3,1,2.0,1,2.5,2.4789591083289952
ORP_2_3,1,3.0,-1,1.5,1.1566628911870576
ORP_2_3,1,3.0,1,1.5,1.1566628911870576
ORP_2_3,1,4.0,-1,1.0,1.0819960391279269
ORP_2_3,1,4.0,1,1.0,1.0819960391279269
ORP_2_3,2,0.0,1,4.5,4.9673497153873605
ORP_2_3,2,0.5,-1,4.0,4.9368941129784725
ORP_2_3,2,0.5,1,4.0,4.9368941129784725
ORP_2_3,2,1.0,-1,3.5,4.250200828017036
ORP_2_3,2,1.0,1,3.5,4.5764041510563285
ORP_2_3,2,1.5,-1,3.0,3.7598979245104505
ORP_2_3,2,1.5,1,3.0,3.1331361530045263
ORP_2_3,2,2.0,-1,2.5,3.1331361530045263
ORP_2_3,2,2.0,1,2.5,2.4789591083289952
ORP_2_3,2,3.0,-1,1.5,2.4789591083289952
ORP_2_3,2,3.0,1,1.5,1.777253782480994
ORP_2_3,2,4.0,-1,1.0,1.777253782480994
ORP_2_3,2,4.0,1,1.0,1.1566628911870576
ORP_2_3,3,0.0,1,4.5,4.9368941129784725
ORP_2_3,3,0.5,-1,4.0,4.5764041510563285
ORP_2_3,3,0.5,1,4.0,3.7598979245104505
ORP_2_3,3,1.0,-1,3.5,3.1331361530045263
ORP_2_3,3,1.0,1,3.5,3.1331361530045263
ORP_2_3,3,1.5,-1,3.0,2.4789591083289952
ORP_2_3,3,1.5,1,3.0,2.4789591083289952
ORP_2_3,3,2.0,-1,2.5,1.5357115532962953
ORP_2_3,3,2.0,1,2.5,1.5357115532962953
ORP_2_3,3,3.0,-1,1.5,1.0819960391279269
ORP_2_3,3,3.0,1,1.5,1.1566628911870576
ORP_2_3,3,4.0,-1,1.0,1.065926584813952
ORP_2_3,3,4.0,1,1.0,1.065926584813952
ORP_2_3,4,0.0,1,4.5,4.5764041510563285
ORP_2_3,4,0.5,-1,4.0,4.5764041510563285
ORP_2_3,4,0.5,1,4.0,4.5764041510563285
ORP_2_3,4,1.0,-1,3.5,3.1331361530045263
ORP_2_3,4,1.0,1,3.5,4.250200828017036
ORP_2_3,4,1.5,-1,3.0,2.0933317743458675
ORP_2_3,4,1.5,1,3.0,3.7598979245104505
ORP_2_3,4,2.0,-1,2.5,1.2942167077392759
ORP_2_3,4,2.0,1,2.5,3.1331361530045263
ORP_2_3,4,3.0,-1,1.5,1.0819960391279269
ORP_2_3,4,3.0,1,1.5,1.777253782480994
ORP_2_3,4,4.0,-1,1.0,1.042522307544576
ORP_2_3,4,4.0,1,1.0,1.1566628911870576
ORP_2_3,5,0.0,1,4.5,4.770703296404525
ORP_2_3,5,0.5,-1,4.0,4.9368941129784725
ORP_2_3,5,0.5,1,4.0,3.1331361530045263
ORP_2_3,5,1.0,-1,3.5,4.5764041510563285
ORP_2_3,5,1.0,1,3.5,3.1331361530045263
ORP_2_3,5,1.5,-1,3.0,3.7598979245104505
ORP_2_3,5,1.5,1,3.0,3.1331361530045263
ORP_2_3,5,2.0,-1,2.5,1.9259008660039298
ORP_2_3,5,2.0,1,2.5,1.5357115532962953
ORP_2_3,5,3.0,-1,1.5,1.0819960391279269
ORP_2_3,5,3.0,1,1.5,1.1566628911870576
ORP_2_3,5,4.0,-1,1.0,1.0819960391279269
ORP_2_3,5,4.0,1,1.0,1.0819960391279269
